Acquisition Time[ms], ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, 
0.999,-0.921903,0.041749,-0.361095,-0.484390,0.000000,-0.880886,
1.010,-0.911649,0.039796,-0.359142,-0.480972,0.009766,-0.876491,
0.000,-0.921659,0.039796,-0.359142,-0.480727,0.009278,-0.875515,
0.990,-0.921903,0.039796,-0.359142,-0.480727,0.009278,-0.875515,
1.010,-0.921903,0.045656,-0.358653,-0.484390,0.010987,-0.874294,
0.000,-0.921903,0.045656,-0.358653,-0.473891,0.010987,-0.870388,
0.990,-0.921903,0.045167,-0.354259,-0.484390,0.010987,-0.870388,
1.000,-0.937528,0.043947,-0.359142,-0.476333,0.011719,-0.876735,
0.000,-0.937528,0.043947,-0.359142,-0.479018,0.011475,-0.878444,
1.000,-0.921903,0.041017,-0.363048,-0.484390,0.011475,-0.878444,
1.008,-0.921903,0.040529,-0.363780,-0.484390,0.013428,-0.873317,
0.000,-0.921903,0.040529,-0.363780,-0.476089,0.011231,-0.878689,
0.992,-0.937528,0.043702,0.012207,-0.476089,0.011231,-0.878689,
1.008,-0.937528,0.043947,-0.360362,-0.484390,0.006348,-0.880642,
0.000,-0.937528,0.043947,-0.360362,-0.484390,0.007324,-0.876491,
0.992,-0.921903,0.043947,-0.357921,-0.476821,0.007324,-0.876491,
1.096,-0.921903,0.039064,-0.357188,-0.480483,0.008301,-0.000732,
0.111,-0.906338,0.039064,-0.357188,-0.484390,0.007324,-0.875759,
1.000,-0.921903,0.035157,-0.360851,-0.484390,0.007324,-0.875759,
0.000,-0.921903,0.038331,-0.361583,-0.479995,0.008789,-0.871120,
1.001,-0.921903,0.041017,-0.359142,-0.480727,0.010254,-0.868434,
0.999,-0.921903,0.041017,-0.359142,-0.480727,0.010254,-0.868434,
0.000,-0.921903,0.031251,-0.354259,-0.474868,0.009522,-0.872585,
1.679,-0.921903,0.041505,-0.352794,-0.478774,0.012696,-0.876735,
0.000,-0.921903,0.041505,-0.352794,-0.484390,0.012696,-0.876735,
1.052,-0.921903,0.045167,-0.355968,-0.484390,0.014649,-0.875759,
0.997,-0.921903,0.044191,-0.355724,-0.484390,0.011231,-0.871120,
0.000,-0.921903,0.044191,-0.355724,-0.473159,0.011231,-0.875026,
0.986,-0.921903,0.040040,-0.355724,-0.484390,0.010254,-0.875026,
0.000,-0.921903,0.039796,-0.374035,-0.484390,0.010254,-0.874294,
0.990,-0.921903,0.039796,-0.360362,-0.477553,0.010010,-0.872829,
0.989,-0.921903,0.038331,-0.359386,-0.484390,0.010010,-0.872829,
1.013,-0.921903,0.038087,-0.357188,-0.484390,0.011719,-0.872341,
0.000,-0.921903,0.038087,-0.357188,-0.475112,0.013672,-0.875026,
0.984,-0.921903,0.046815,-0.359630,-0.468825,0.013672,-0.873562,
0.000,-0.921903,0.009033,-0.359630,-0.474380,0.012940,-0.879665,
1.014,-0.921903,0.040284,-0.359630,-0.477065,0.011719,-0.878933,
0.987,-0.921903,0.041261,-0.363048,-0.477065,0.011719,-0.878933,
0.000,-0.921903,0.042482,-0.364757,-0.484390,0.008057,-0.875026,
1.013,-0.921903,0.042482,-0.364757,-0.475844,0.008057,-0.873562,
0.987,-0.921903,0.041017,-0.003174,-0.484390,0.008057,-0.873562,
0.000,-0.921903,0.041261,-0.360362,0.007324,0.009522,-0.876003,
1.012,-0.921903,0.041261,-0.000977,-0.468825,0.008789,-0.878200,
0.980,-0.921903,0.044435,-0.361583,0.000000,0.008789,-0.878200,
0.000,-0.921903,0.044191,-0.357921,-0.484390,0.010010,-0.872097,
1.000,-0.921903,0.044191,-0.357921,-0.484390,0.011963,-0.872097,
1.008,-0.937528,0.044923,-0.351085,-0.479751,0.011963,-0.872097,
0.000,-0.937528,0.046144,-0.354991,-0.484390,0.013672,-0.880642,
1.012,-0.937528,0.043458,-0.360362,-0.479018,0.012207,-0.877468,
0.987,-0.937528,0.043458,-0.360362,-0.479018,0.012207,-0.877468,
0.000,-0.937528,0.041017,-0.355235,-0.475112,0.010254,-0.872341,
1.013,-0.937528,0.041993,-0.354991,-0.484390,0.008789,-0.874294,
1.012,-0.937528,0.041993,-0.354991,-0.475844,0.008789,-0.874294,
0.824,-0.937528,0.042726,-0.361339,-0.484390,0.006104,-0.876491,
0.138,-0.921903,0.042482,-0.365734,-0.476089,0.005860,-0.877956,
1.016,-0.921903,0.042482,-0.373546,-0.484390,0.005860,-0.877956,
0.000,-0.921903,0.040773,-0.366222,-0.484390,0.010987,-0.876735,
1.010,-0.921903,0.037843,-0.360851,-0.484390,0.012452,-0.878200,
0.990,-0.921903,0.037843,-0.360851,-0.480239,0.014649,-0.877956,
0.000,-0.921903,0.040284,-0.360118,-0.481704,-0.000977,-0.877956,
1.007,-0.921903,0.042482,-0.362316,-0.480239,0.014649,-0.874782,
0.990,-0.921903,0.042482,-0.362316,-0.484390,0.009522,-0.875515,
0.000,-0.921903,0.041749,-0.361339,-0.475112,0.009522,-0.875515,
0.991,0.000000,0.041505,-0.364269,-0.484390,0.010498,-0.877224,
1.012,-0.937528,0.041505,-0.364269,-0.484390,0.012452,-0.877956,
0.000,-0.937528,0.041017,-0.364513,0.004883,0.012452,-0.877956,
0.988,-0.921903,0.040040,-0.001465,-0.468825,0.011231,-0.876247,
1.000,-0.918241,0.040040,-0.360851,-0.479995,0.008057,-0.876003,
0.000,-0.921903,0.040040,-0.357677,-0.479995,0.008057,-0.876003,
1.000,-0.921903,0.039308,-0.356456,-0.479995,0.009522,-0.872829,
1.001,-0.921903,-0.007569,-0.356456,-0.484390,0.010987,-0.871852,
0.000,-0.921903,0.038820,-0.360118,-0.484390,0.010987,-0.872829,
0.999,-0.921903,0.039308,-0.361827,-0.480727,0.009278,-0.873317,
1.000,-0.921903,0.039308,-0.360607,-0.484390,0.009766,-0.872341,
0.000,-0.921903,0.031251,-0.360607,-0.472182,0.009766,-0.872341,
1.000,-0.921903,0.045900,-0.361583,-0.484390,0.011963,-0.877224,
1.001,-0.921903,0.031251,-0.365978,-0.469008,0.015625,-0.881130,
0.000,-0.921903,0.046632,-0.365978,-0.476821,0.015625,-0.881130,
0.999,-0.921903,0.043702,-0.366954,-0.474380,0.013672,-0.876735,
0.999,-0.921903,0.041993,-0.365978,-0.478774,0.011475,-0.872585,
0.000,-0.919461,0.041993,-0.365978,-0.478774,0.011475,-0.872585,
1.001,-0.937528,0.045412,-0.344249,-0.477553,0.010254,-0.869167,
1.225,-0.921903,0.046632,-0.353526,-0.475844,0.012452,-0.869167,
0.048,-0.921903,0.046632,-0.353526,-0.475844,0.012452,-0.869167,
1.029,-0.921903,0.044679,-0.359142,-0.477065,0.013184,-0.874294,
1.072,-0.921903,0.031251,-0.361339,-0.472915,0.011719,-0.875271,
0.000,-0.921903,0.042726,-0.361339,-0.484390,0.013672,-0.875026,
0.903,-0.921903,0.044679,-0.363048,-0.484390,0.000000,-0.875026,
0.000,-0.923856,0.042238,-0.365001,-0.484390,0.009522,-0.877468,
1.015,-0.937528,0.042238,-0.365001,-0.476821,0.006836,-0.878444,
0.985,-0.937528,0.042482,-0.364269,-0.484390,0.006836,-0.878444,
0.000,-0.919217,0.043458,-0.360851,-0.477553,0.012696,-0.876247,
1.000,-0.921903,0.043458,-0.360851,-0.480972,0.015625,-0.877712,
1.001,-0.921903,0.041505,-0.357433,-0.480972,0.015625,-0.877712,
0.000,-0.921903,0.038820,-0.358409,-0.476333,0.014405,-0.880153,
0.999,-0.921903,0.038820,-0.358409,-0.478286,0.010254,-0.880642,
1.009,-0.937528,0.040773,-0.358898,-0.484390,0.010254,-0.880642,
1.001,-0.921903,0.043947,-0.361827,-0.480972,0.007324,-0.880398,
0.000,-0.921903,0.043947,-0.366954,-0.484390,0.012207,-0.877712,
0.999,-0.921903,0.045167,-0.366954,-0.484390,0.012207,-0.877712,
1.000,-0.919217,0.046388,-0.365245,-0.476577,0.015625,-0.878200,
0.000,-0.921903,0.043458,-0.362071,-0.478774,0.011475,-0.881130,
0.991,-0.921903,0.043458,-0.362071,-0.478774,0.011475,-0.881130,
1.008,-0.921903,0.041993,-0.361583,-0.478774,0.008301,-0.882839,
0.000,-0.937528,0.040040,-0.359142,-0.484390,0.011475,-0.879665,
0.992,-0.937528,0.040040,-0.359142,-0.480972,0.011475,-0.879665,
0.000,-0.921903,0.040284,-0.359874,-0.482681,0.013428,-0.874782,
1.000,-0.921903,0.040529,-0.362071,-0.484390,0.011963,-0.875026,
1.001,-0.921903,0.040529,-0.362071,-0.484390,0.011963,-0.875026,
0.999,-0.921903,0.039552,-0.364025,-0.484390,0.011475,-0.877712,
0.000,-0.937528,0.043947,-0.361827,-0.477309,0.014405,-0.015625,
1.000,-0.937528,0.043947,-0.361827,-0.477309,0.014405,-0.875026,
0.000,-0.937528,0.045656,-0.361339,-0.480239,0.014405,-0.014893,
1.580,-0.937528,0.040529,-0.362316,-0.480727,0.015381,-0.877956,
0.675,-0.937528,0.040529,-0.360362,-0.484390,0.016114,-0.001465,
0.000,-0.921903,0.040040,-0.365001,-0.479018,0.016114,-0.876491,
0.755,-0.921903,0.045167,-0.364513,-0.478042,0.015137,-0.877468,
1.010,-0.921903,0.045167,-0.364513,-0.477798,0.016602,-0.878933,
1.007,-0.921903,0.013184,-0.361095,-0.484390,0.016602,-0.878933,
0.000,-0.921903,0.041993,-0.359630,-0.476821,0.014405,-0.879665,
1.005,-0.921903,0.031251,-0.359630,-0.476577,0.011231,-0.877956,
0.000,-0.921903,0.043458,-0.361095,-0.476577,0.011231,-0.877956,
0.995,-0.921903,0.044679,-0.362316,-0.475844,0.010743,-0.875515,
1.015,-0.921903,0.044679,-0.002930,-0.474135,0.010987,-0.873806,
0.986,-0.921903,0.042726,-0.361583,-0.474135,0.010987,-0.873806,
0.000,-0.921903,0.042238,-0.357677,-0.477553,0.010987,-0.872585,
0.992,-0.921903,0.043214,-0.355479,-0.481216,0.012207,-0.875271,
1.007,-0.921903,0.043214,-0.355479,-0.481216,0.012207,-0.875271,
0.000,-0.921903,0.042238,-0.358898,-0.477798,0.010987,-0.881374,
1.019,-0.921903,0.031251,-0.364757,-0.472670,-0.005615,-0.880153,
0.000,-0.921903,0.042970,-0.364757,-0.484390,0.010010,-0.880153,
0.980,-0.921903,0.031251,-0.366710,-0.470961,0.012696,-0.881130,
1.016,-0.921903,0.044679,-0.365245,-0.479263,0.012696,-0.884548,
0.000,-0.921903,0.044679,-0.365245,-0.484390,0.012696,-0.884548,
0.985,-0.921903,0.043947,-0.365001,-0.484390,0.010498,-0.882839,
0.993,-0.937528,0.044191,-0.362316,-0.484390,0.012452,-0.878689,
1.007,-0.937528,0.044191,-0.360362,-0.476821,0.012452,-0.878689,
0.000,-0.921903,0.042726,-0.362316,-0.484390,0.011475,-0.876491,
1.224,-0.921903,0.042970,-0.366954,-0.474135,0.010987,-0.890652,
0.049,-0.921903,0.042970,-0.366954,-0.484390,0.010987,-0.876491,
1.003,-0.921903,0.045900,-0.367199,-0.472670,0.010498,-0.874538,
1.014,-0.921903,0.043214,-0.362560,-0.484390,0.011231,-0.874538,
0.000,-0.921903,0.043214,-0.362560,-0.475356,0.000000,-0.875271,
0.986,-0.921903,0.041749,-0.361095,-0.484390,0.015625,-0.875271,
1.014,-0.921903,0.042482,-0.364513,-0.484390,0.011963,-0.872585,
0.000,-0.921903,0.042482,-0.364513,-0.475112,0.008545,-0.869655,
0.987,-0.921903,0.038331,-0.365734,-0.484390,0.008545,-0.869655,
1.013,-0.921903,0.035890,-0.362316,-0.484390,0.010498,-0.872341,
0.000,-0.919461,0.035890,-0.362316,-0.478042,0.011231,-0.876003,
0.987,-0.937528,0.037355,-0.344249,-0.478042,0.011231,-0.876003,
1.007,-0.921903,0.039064,-0.356456,-0.477553,0.011231,-0.877712,
0.000,-0.921903,0.040529,-0.356700,-0.478774,0.011963,-0.874294,
0.993,-0.921903,0.040529,-0.356700,-0.478774,0.011963,-0.874294,
1.008,-0.921903,0.040773,-0.358653,-0.484390,0.012940,-0.872341,
0.000,-0.921903,0.039308,-0.361095,-0.484390,0.015381,-0.871852,
0.992,-0.921903,0.039308,-0.361095,-0.484390,0.015381,-0.871852,
1.006,-0.937528,0.039552,-0.365490,-0.484390,0.013428,-0.877468,
0.000,-0.921903,0.041017,-0.362804,-0.484390,0.010010,-0.880398,
0.993,-0.921903,0.041017,-0.375011,-0.478774,0.010010,-0.880398,
0.000,-0.937528,0.041993,-0.359874,-0.484390,0.008057,-0.876003,
1.000,-0.937528,0.043947,-0.359386,-0.479507,0.012452,-0.874782,
1.000,-0.937528,0.043947,-0.359386,-0.484390,0.012452,-0.874782,
1.056,-0.921903,0.031251,-0.356456,-0.471450,0.014405,-0.872097,
0.217,-0.937528,0.042970,-0.355968,-0.484390,0.009033,-0.876491,
1.061,-0.937528,0.042970,-0.355968,-0.484390,0.009033,-0.876491,
0.000,-0.921903,0.047121,-0.356456,-0.474868,0.009033,-0.878444,
0.945,-0.921903,0.047609,-0.356944,-0.484390,0.012452,-0.873562,
1.056,-0.921903,0.047609,-0.356944,-0.484390,0.012452,-0.873562,
0.000,-0.921903,0.044191,-0.356456,-0.481948,0.013672,-0.872097,
0.944,-0.921903,0.042726,-0.356700,-0.482925,0.013428,-0.875515,
1.055,-0.921903,0.042726,-0.357677,-0.484390,0.015625,-0.872585,
0.000,-0.921903,0.041505,-0.358898,-0.479263,0.015625,-0.875026,
0.944,-0.921903,0.041749,-0.359142,-0.476089,0.015137,-0.871608,
1.007,-0.921903,0.041749,-0.359142,-0.484390,0.011475,-0.878689,
0.000,-0.921903,0.040773,-0.357677,-0.476089,0.011475,-0.878689,
0.992,-0.921903,0.031251,-0.364269,-0.476821,0.012207,-0.876491,
1.008,-0.921903,0.038820,-0.364269,-0.484390,0.011963,-0.872829,
0.000,-0.921903,0.038575,-0.368419,-0.484390,0.000000,-0.872829,
0.992,-0.909940,0.041261,-0.363048,-0.475600,0.008789,-0.873806,
1.007,-0.921903,0.041749,-0.359874,-0.484390,0.010743,-0.877712,
0.000,-0.921903,0.041749,-0.359874,-0.484390,0.010743,-0.877712,
0.993,-0.921903,0.038331,-0.358409,-0.476089,0.015137,-0.881130,
1.011,-0.921903,0.038331,-0.355479,-0.477309,0.015381,-0.879421,
0.000,-0.921903,0.038331,-0.359386,-0.484390,0.015381,-0.879421,
0.990,-0.921903,0.041017,-0.364025,-0.478286,0.010743,-0.879177,
1.009,-0.921903,0.039796,-0.363292,-0.484390,0.011719,-0.878200,
0.000,-0.921903,0.039796,-0.363292,-0.479507,0.011719,-0.878200,
0.991,-0.921903,0.038331,-0.354991,-0.478286,0.012207,-0.872341,
1.030,-0.921903,0.040773,-0.354259,-0.472182,0.009522,-0.872341,
0.717,-0.921903,0.040773,-0.010498,-0.472182,0.009522,-0.872341,
0.000,-0.921903,0.044435,-0.358898,-0.473159,0.012207,-0.872585,
1.003,-0.921903,0.045167,-0.357433,-0.484390,0.011719,-0.014649,
1.010,-0.906338,0.045167,-0.357677,-0.476821,0.011719,-0.874050,
0.000,-0.921903,0.045167,-0.354503,-0.484390,0.010987,-0.877956,
0.991,-0.921903,0.046876,-0.357921,-0.484390,0.014649,-0.878200,
1.011,-0.921903,0.046876,-0.357921,-0.479263,0.014649,-0.890652,
0.000,-0.937528,0.046632,-0.358653,-0.484390,0.013672,-0.878933,
0.989,-0.937528,0.042970,-0.357188,-0.484390,0.013916,-0.878933,
0.000,-0.937528,0.042970,-0.357188,-0.476821,0.015137,-0.875759,
0.999,-0.921903,0.041505,-0.361583,-0.484390,0.000000,-0.875759,
1.000,-0.906766,0.042726,-0.364025,-0.484390,0.012207,-0.873806,
1.010,0.000000,0.042726,-0.364025,-0.478042,0.012940,-0.872829,
0.000,-0.921903,0.043458,-0.359142,-0.484390,0.012940,-0.872829,
0.991,-0.921903,0.043458,-0.359142,-0.478286,0.014161,-0.873317,
1.009,-0.921903,0.043702,-0.358409,-0.484390,0.012207,-0.873317,
0.000,-0.921903,0.043702,-0.354991,-0.477798,0.012207,-0.873317,
0.991,-0.000061,-0.014893,-0.356456,-0.480239,0.011719,-0.876491,
0.000,-0.937528,0.044679,-0.356456,-0.480483,0.013672,-0.874782,
0.999,-0.937528,0.031251,-0.356456,-0.470961,0.013672,-0.874782,
1.000,-0.921903,0.041017,-0.353038,-0.477798,0.012207,-0.869899,
1.012,-0.921903,0.042238,-0.352794,-0.478042,0.010743,-0.877224,
0.000,-0.921903,0.042238,-0.352794,-0.478042,0.010743,-0.877224,
0.989,0.000000,0.044191,-0.358898,-0.479507,0.010254,-0.876491,
1.013,-0.921903,0.043947,-0.001465,-0.468825,0.008545,-0.874294,
0.000,-0.921903,0.043947,-0.360851,0.000000,0.008545,-0.874294,
0.987,-0.921903,0.042970,-0.015381,-0.484390,0.008789,-0.878933,
0.000,-0.921903,0.041993,-0.360607,0.009766,0.008545,-0.877712,
1.730,-0.921903,0.041993,-0.360607,-0.484390,0.008545,-0.877712,
0.000,-0.921903,0.041993,-0.365001,-0.477798,0.009522,-0.878933,
1.008,-0.921903,0.041993,-0.364025,-0.484390,0.010743,-0.883083,
1.022,-0.921903,0.041993,-0.364025,-0.481948,0.010743,-0.883083,
0.000,-0.921903,0.011231,-0.359386,-0.481704,0.011475,-0.884304,
0.987,-0.921903,0.042238,-0.364757,-0.484390,0.011963,-0.878933,
0.000,-0.921903,0.042238,-0.364757,-0.484390,0.011963,-0.878933,
1.014,-0.937528,0.042970,-0.365490,-0.478774,0.009033,-0.873562,
1.001,-0.937528,0.044435,-0.358898,-0.480239,0.009033,-0.874050,
1.001,-0.937528,0.044435,0.000488,-0.480239,0.014405,-0.879909,
0.000,-0.922635,0.042238,-0.362071,-0.477553,0.014405,-0.879909,
0.975,-0.921903,0.043947,-0.365490,-0.478774,0.012452,-0.883083,
0.000,-0.921903,0.043947,-0.363780,-0.484390,0.007813,-0.881130,
1.000,-0.921903,0.044191,-0.363780,-0.480727,0.007813,-0.881130,
1.000,-0.921903,0.041993,-0.362071,-0.484390,0.010498,-0.879177,
1.212,-0.921903,0.014893,-0.361095,-0.477065,0.010498,-0.877956,
0.000,-0.921903,0.046144,-0.361095,-0.484390,0.010498,-0.877956,
0.788,-0.921903,0.046388,-0.357921,-0.479263,0.010743,-0.004639,
0.000,-0.906338,0.040284,-0.353282,-0.479018,0.011475,-0.879665,
1.000,-0.921903,0.040284,-0.353282,-0.479018,0.011475,-0.879665,
1.000,-0.921903,0.039308,-0.356944,-0.484390,0.009522,-0.878200,
0.000,-0.921903,0.042482,-0.358898,-0.474135,0.008789,-0.875026,
1.001,-0.921903,0.042482,-0.358898,-0.484390,0.008789,-0.875026,
0.998,-0.921903,0.045900,-0.354991,-0.484390,0.007080,-0.878200,
0.000,-0.937528,0.048097,-0.344493,-0.477553,0.006836,-0.879177,
1.001,-0.937528,0.048097,-0.356700,-0.477553,0.006836,-0.879177,
1.060,-0.937528,-0.001221,-0.359874,-0.477798,0.008057,-0.876247,
0.000,-0.937528,0.044435,-0.356944,-0.484390,0.009522,-0.878933,
1.006,-0.937528,0.044435,-0.356944,-0.479995,0.009522,-0.878933,
0.998,-0.937528,0.041749,-0.358898,-0.479018,0.012452,-0.878933,
0.000,0.000000,0.042238,-0.361339,-0.484390,0.000000,-0.879177,
1.474,-0.922635,0.042238,-0.361339,-0.484390,0.014893,-0.879177,
0.388,-0.937528,0.044191,-0.357188,-0.484390,0.016114,-0.876980,
1.013,-0.921903,0.043214,-0.354991,-0.472182,0.016358,0.003174,
0.000,-0.921903,0.043214,-0.354991,-0.484390,0.016358,-0.871852,
0.992,-0.921903,0.045412,-0.375011,-0.484390,0.013184,-0.870388,
1.003,-0.921903,0.044191,-0.362804,-0.474380,0.010498,-0.873317,
0.000,-0.921903,0.044191,-0.362804,-0.484390,0.010743,-0.878444,
0.997,-0.921903,0.041505,-0.359386,-0.476577,0.010743,-0.878444,
0.000,-0.921903,0.039064,-0.359630,-0.484390,-0.007813,-0.876003,
1.000,-0.921903,0.041017,-0.357188,-0.484390,0.005615,-0.875515,
1.000,-0.921903,0.041017,-0.357188,-0.474380,0.005615,-0.875515,
0.000,-0.937528,0.043947,-0.363536,-0.475844,0.010254,-0.881618,
1.000,-0.937528,0.044191,-0.360118,-0.484390,0.010987,-0.878444,
1.000,-0.937528,0.044191,-0.360118,-0.478774,0.010987,-0.878444,
1.011,-0.937528,0.043947,-0.357921,-0.480239,0.009033,-0.876003,
0.000,-0.937528,0.042726,-0.361095,-0.484390,0.010254,-0.875026,
0.988,-0.937528,0.042726,-0.361095,-0.484390,0.010254,-0.875026,
1.007,-0.937528,0.042970,-0.361095,-0.478530,0.010987,-0.875026,
0.000,-0.921903,0.041749,-0.364757,-0.480727,0.010987,-0.878444,
0.994,-0.921903,0.041749,-0.364757,-0.484390,-0.004639,-0.878444,
1.006,-0.921903,0.041505,-0.362316,-0.484390,0.010987,-0.880398,
0.000,-0.921903,0.031251,-0.359630,-0.479018,0.011475,-0.877468,
0.993,-0.921903,0.043947,-0.359630,-0.479018,0.011475,-0.877468,
1.013,-0.921903,0.044923,-0.365978,-0.479751,0.009522,-0.875515,
0.000,-0.921903,0.042238,-0.366954,-0.480727,0.008057,-0.876735,
1.262,-0.921903,0.042238,-0.366954,-0.480727,0.008057,-0.876735,
0.000,-0.937528,0.043702,-0.344737,-0.484390,0.007813,-0.876735,
1.004,-0.921903,0.044191,-0.356944,-0.479751,0.007324,-0.876980,
1.012,-0.921903,0.044191,-0.356944,-0.479751,0.007324,-0.876980,
0.000,-0.921903,0.042238,-0.359874,-0.484390,0.010743,-0.872341,
1.001,-0.937528,0.044191,-0.363048,-0.476577,0.013916,-0.869167,
0.986,-0.937528,0.044191,-0.363048,-0.476577,0.013916,-0.884792,
0.000,-0.937528,0.041261,-0.359142,-0.476089,0.010498,-0.875759,
1.352,-0.937528,0.040040,0.004883,-0.477798,0.008301,-0.879177,
0.000,-0.922147,0.040040,-0.355724,-0.477798,0.012207,-0.882351,
1.010,-0.921903,0.039796,-0.355724,-0.484390,0.012207,-0.882351,
1.005,-0.921903,0.038087,-0.357677,-0.479018,0.011231,-0.880886,
0.000,-0.921903,0.041261,-0.356212,-0.477309,0.010743,-0.878689,
0.995,-0.921903,0.041261,-0.356212,-0.477309,0.010743,-0.878689,
1.006,-0.937528,0.031251,-0.350352,-0.474868,0.015137,-0.883327,
0.000,-0.921903,0.040040,-0.352550,-0.475600,0.015137,-0.880398,
1.001,-0.921903,0.040040,-0.352550,-0.475600,0.015137,-0.880398,
0.993,-0.921903,0.045167,-0.355724,-0.484390,0.012696,-0.872341,
0.000,-0.920926,0.046388,-0.358165,-0.477798,0.014405,-0.872097,
0.999,-0.921903,0.046388,-0.358165,-0.477798,0.014405,-0.872097,
1.007,-0.921903,0.046144,-0.356944,-0.484390,0.013184,-0.875271,
0.000,-0.921903,0.046144,-0.350108,-0.479018,0.009278,-0.874538,
0.994,-0.921903,0.046144,-0.350108,-0.479018,0.009278,-0.874538,
1.006,-0.921903,0.045656,-0.352794,-0.484390,0.011231,-0.873806,
0.000,-0.921903,0.045656,-0.359386,-0.484390,0.012696,-0.876980,
0.993,-0.921903,0.031251,-0.359386,-0.469985,-0.002930,-0.876980,
1.000,-0.937528,0.043458,-0.362071,-0.484390,0.011719,-0.876491,
0.000,-0.921903,0.031251,-0.363292,-0.474135,-0.005860,-0.872585,
1.000,-0.921903,0.041505,-0.363292,-0.484390,0.009766,-0.872585,
1.007,-0.921903,0.008789,-0.364269,-0.484390,0.012696,-0.876491,
0.000,-0.921903,0.043214,-0.361583,-0.477309,0.014649,-0.880642,
0.994,-0.921903,0.043214,-0.361583,-0.477309,0.014649,-0.880642,
1.006,-0.921903,0.044435,-0.355968,-0.479018,0.011475,-0.879177,
0.000,-0.921903,0.041261,-0.361095,-0.484390,0.011475,-0.877712,
0.994,-0.921903,0.041261,-0.366466,-0.477553,0.011475,-0.890652,
0.998,-0.921903,0.041261,-0.366466,-0.484390,0.013184,-0.880642,
0.642,-0.921903,0.010987,-0.362560,-0.478042,0.013672,-0.878689,
0.000,-0.921903,0.044679,-0.364269,-0.484390,0.009278,-0.876735,
1.009,-0.921903,0.044679,-0.364269,-0.475600,0.009278,-0.876735,
1.010,-0.921903,0.047121,-0.364757,-0.475844,0.006836,-0.877956,
0.000,-0.921903,0.045900,-0.361827,-0.484390,0.013672,-0.876980,
0.990,-0.921903,0.045900,-0.361827,-0.484390,0.013672,-0.876980,
1.010,-0.921903,0.045900,-0.361583,-0.484390,0.013916,-0.880153,
0.000,-0.921903,0.044435,-0.364513,-0.484390,0.010254,-0.882351,
0.990,-0.921903,0.044435,-0.364513,-0.477065,0.010254,-0.882351,
1.009,-0.921903,0.039552,-0.361583,-0.478530,-0.005127,-0.879909,
0.000,-0.921903,0.041993,-0.357921,-0.479263,0.009278,-0.873317,
0.991,-0.921903,0.041993,-0.357921,-0.484390,0.009278,-0.873317,
1.001,-0.921903,0.044679,-0.356944,-0.478530,0.009033,-0.868679,
0.000,-0.921903,0.041505,-0.357188,-0.484390,0.011231,-0.871120,
0.999,-0.921903,0.041505,-0.357188,-0.484390,0.011231,-0.871120,
1.010,-0.921903,0.041505,-0.357188,-0.484390,0.011719,-0.877468,
0.000,-0.921903,0.044191,-0.360118,-0.477309,0.012452,-0.879421,
0.991,-0.921903,0.044191,-0.360118,-0.477309,0.012452,-0.879421,
1.009,-0.921903,0.044435,-0.362071,-0.474868,0.012452,-0.882351,
0.000,-0.921903,0.042970,-0.359386,-0.476821,0.010498,-0.881863,
0.990,-0.921903,0.031251,-0.359386,-0.472670,-0.005127,-0.881863,
1.010,-0.921903,0.042482,-0.356944,-0.484390,0.011963,-0.877956,
0.000,-0.921903,0.031251,-0.356456,-0.475600,0.010010,-0.877712,
0.992,-0.921903,0.041749,-0.356456,-0.475600,0.010010,-0.877712,
1.008,-0.921964,0.039796,-0.357677,-0.478286,0.007569,-0.877712,
0.000,-0.921903,0.039064,-0.006592,-0.468825,0.011719,-0.882595,
0.990,-0.921903,0.040529,-0.368908,0.000000,0.011719,-0.879909,
1.009,-0.921903,0.040529,-0.368908,-0.484390,0.014649,-0.879909,
0.659,-0.921903,0.042970,-0.362804,-0.478042,0.011963,-0.877468,
0.000,-0.921903,0.046632,-0.357921,-0.484390,0.013672,-0.880398,
1.003,-0.921903,0.046632,-0.358409,-0.484390,0.013672,-0.880398,
1.010,-0.921903,0.045900,-0.374279,-0.482192,0.015625,-0.879665,
0.000,-0.937528,0.045167,-0.365490,-0.479751,0.009766,-0.881618,
0.991,-0.937528,0.013916,-0.365490,-0.479751,0.009766,-0.881618,
1.013,-0.937528,0.045167,-0.369152,-0.484390,0.011475,-0.884792,
0.000,-0.937528,0.040284,-0.366954,-0.476821,0.018311,-0.882351,
0.987,0.014405,0.040284,-0.366954,-0.484390,0.018311,-0.882351,
1.011,-0.937528,0.040529,-0.363536,-0.477309,0.017579,-0.874538,
0.000,-0.937528,0.043458,-0.360362,-0.484390,0.013916,-0.869655,
0.990,-0.937528,0.043458,-0.360362,-0.477309,0.013916,-0.869655,
1.009,-0.921903,0.040773,-0.360851,-0.484390,0.011963,-0.869167,
0.000,-0.921903,0.041993,-0.364513,-0.476333,0.009278,-0.873562,
0.990,-0.921903,0.041993,-0.364513,-0.476333,0.009278,-0.873562,
1.013,-0.921903,0.045412,-0.363292,-0.479018,0.010498,-0.876003,
0.000,-0.937528,0.042970,-0.364513,-0.478774,0.012452,-0.875515,
0.987,-0.937528,0.042970,-0.364513,-0.478774,0.012452,-0.875515,
1.008,-0.921903,0.042482,-0.363048,-0.478042,0.010498,-0.878933,
0.000,-0.921903,0.047365,-0.360607,-0.484390,0.009033,-0.877712,
